# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = binomial_glm_model
# start_datetime = 2023-01-28 03:22:42 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = binGLM.Data.list.dump.R
# init = 2 (Default)
# random
#   seed = 110710
# output
#   file = output_2.csv
#   diagnostic_file =  (Default)
#   refresh = 1000
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = --allow-undefined
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,b.11
# Adaptation terminated
# Step size = 0.171351
# Diagonal elements of inverse mass matrix:
# 0.0680386, 0.126595, 0.0897504, 0.023853, 0.108287, 0.228541, 0.110284, 0.143506, 0.256485, 0.133517, 0.227386
-490.03,0.912669,0.171351,4,15,0,492.39,-1.77921,1.22807,2.35468,-1.65111,1.38902,3.48679,-0.387367,-0.303951,-0.860134,-1.05463,-1.87015
-487.452,0.990509,0.171351,4,31,0,492.728,-1.45425,0.714267,2.49602,-1.67356,1.42913,3.69302,-0.505486,-0.321854,-0.862289,-1.14673,-1.83289
-488.014,0.959164,0.171351,5,31,0,491.046,-0.954672,0.522529,1.64139,-1.33012,0.681651,3.4183,-0.0332585,-0.222187,-1.16747,-0.137576,-1.20753
-486.218,0.971578,0.171351,4,31,0,492.825,-1.3505,1.06191,1.90792,-1.48405,1.23352,2.8945,-0.537186,-0.592373,-0.463658,-0.427677,-1.22182
-487.528,0.963554,0.171351,5,31,0,490.467,-1.33795,0.724135,1.93671,-1.57031,0.95111,4.17603,-0.132199,-0.155745,-1.2567,-0.324026,-2.18997
-488.542,0.849779,0.171351,4,15,0,491.357,-0.981543,0.574785,1.75012,-1.50672,0.962694,4.08704,-0.0223997,-0.123223,-1.43734,-0.759228,-2.0992
-488.375,0.969874,0.171351,4,15,0,491.912,-1.10889,0.463315,2.06889,-1.60577,0.924417,4.10648,-0.0354674,-0.0305402,-1.54078,-0.876923,-1.81185
-488.89,0.87884,0.171351,5,31,0,493.868,-1.62477,0.871684,2.59265,-1.38716,1.58561,3.31471,-0.547573,-0.489435,-0.70215,-1.00918,-1.47558
-486.906,0.919536,0.171351,4,15,0,493.969,-1.40246,0.907694,2.16253,-1.46916,1.21922,3.03941,-0.313328,-0.45115,-0.632566,-0.676551,-1.09897
-488.71,0.962102,0.171351,5,31,0,491.989,-1.37296,1.07748,1.72869,-1.16388,1.23415,2.92789,-0.712296,-0.559088,-0.951676,-0.232004,-0.751506
-485.971,1,0.171351,4,15,0,490.776,-1.25986,1.14096,1.80703,-1.68183,0.94505,3.91343,-0.780273,-0.238407,-1.48056,-0.163983,-1.02436
-488.224,0.856805,0.171351,4,31,0,492.817,-1.27519,1.05264,1.83896,-1.62032,0.959351,3.62137,-0.764016,-0.0366599,-1.48515,-0.137002,-1.37064
-492.295,0.88569,0.171351,3,7,0,495.804,-1.00615,1.23098,1.6605,-1.71928,0.748862,3.87923,-0.936936,-0.435734,-1.24975,-0.277352,-1.36288
-488.739,0.943252,0.171351,5,31,0,498.952,-1.82114,1.04137,2.49048,-1.6248,1.87467,3.76682,-0.616851,-0.60506,-0.797675,-1.28712,-1.4642
-487.549,0.897287,0.171351,4,15,0,492.972,-1.58169,1.13322,2.51177,-1.59329,1.17619,4.27863,-0.760754,-0.0106854,-1.45937,-0.882002,-1.82523
-487.728,0.996644,0.171351,5,31,0,491.187,-1.26903,0.819449,2.17977,-1.63355,1.26836,4.5567,-0.445932,-0.140475,-1.91727,-0.882631,-1.63566
-489.023,0.977258,0.171351,5,31,0,493.536,-1.4139,1.26225,2.01339,-1.32449,0.891242,3.96227,-0.83467,-0.360876,-1.79776,0.131553,-1.3466
-487.221,0.963599,0.171351,5,31,0,492.216,-1.29403,0.632691,2.07605,-1.54635,0.947914,3.89887,-0.263898,-0.155829,-1.09567,-0.786562,-1.81002
-490.353,0.996576,0.171351,5,31,0,495.327,-1.79136,1.14985,2.22704,-1.12567,1.39524,4.6068,-0.564403,-0.483327,-1.80828,-0.68789,-1.7487
-489.62,0.983204,0.171351,5,31,0,497.204,-1.65741,1.02601,2.20868,-1.15462,1.19094,3.37706,-0.727966,-0.272587,-1.1479,-0.20259,-1.38712
-488.834,0.992819,0.171351,4,31,0,493.614,-1.0865,1.41026,1.94741,-1.92615,0.99449,3.6934,-0.708734,-0.699214,-1.72268,-0.413944,-0.949396
-490.195,0.826688,0.171351,3,7,0,492.543,-1.10461,1.52993,1.70166,-1.91084,1.08072,3.41806,-0.748424,-0.742849,-1.77417,-0.418203,-0.857524
-486.597,1,0.171351,5,31,0,491.021,-1.4683,1.12813,1.88535,-1.42653,1.01902,4.24933,-0.729984,-0.266969,-1.84498,-0.175179,-1.21721
-491.09,0.621226,0.171351,3,15,0,496.946,-1.32759,1.01351,2.171,-1.41678,0.933543,4.29783,-0.697753,-0.442349,-1.94861,0.0319329,-1.26347
-498.512,0.99404,0.171351,4,15,0,500.073,-1.41128,1.76758,1.87851,-1.50181,0.719919,4.74041,-0.728656,-0.273937,-2.39324,-0.195714,-2.11038
-495.96,0.996305,0.171351,5,31,0,501.885,-1.31473,1.39276,1.51572,-1.67491,1.53302,2.8849,-0.705975,-0.666655,-1.10606,-0.630628,0.0755208
-489.965,0.937363,0.171351,5,31,0,498.962,-1.51059,0.608484,2.45591,-1.569,1.13913,4.14876,-0.362131,-0.1147,-1.7384,-0.875622,-1.61912
-491.526,0.868605,0.171351,4,15,0,496.462,-1.35848,0.735581,2.14796,-1.43843,1.252,4.02154,-0.487028,0.29591,-1.12472,-0.752738,-2.17792
-491.578,0.912519,0.171351,4,31,0,497.376,-1.06903,0.504557,1.84272,-1.71979,0.867898,3.11269,-0.0993289,-0.311249,-0.932452,-0.491868,-1.29651
-491.97,0.91998,0.171351,5,31,0,500.799,-1.01138,1.31334,1.72574,-1.76769,0.267348,3.49852,-1.23574,0.0556089,-1.74435,0.490151,-0.510097
-488.141,0.944942,0.171351,3,15,0,500.411,-1.11976,0.961094,1.62423,-1.62776,0.957007,3.26093,-0.685449,-0.623268,-1.04795,0.116237,-0.525012
-492.632,0.875786,0.171351,4,15,0,494.527,-0.623641,0.919484,1.27097,-1.63747,0.257667,3.38629,-0.222234,0.039138,-1.43676,0.130424,-0.761039
-491.515,0.974909,0.171351,5,31,0,499.891,-1.90528,1.21458,2.67937,-1.82116,2.0531,4.61846,-0.77487,-0.538142,-1.07892,-1.27932,-2.21464
-490.392,0.970497,0.171351,5,31,0,497,-1.37048,0.985334,1.66401,-1.2267,1.2617,3.98889,-0.423093,-0.320949,-1.30457,-0.561956,-1.31646
-488.187,0.907758,0.171351,4,31,0,496.2,-1.30181,0.835831,1.88725,-1.42227,1.40919,3.55222,-0.483628,-0.731708,-1.62909,-0.335145,-0.818521
-488.927,0.938235,0.171351,4,15,0,497.257,-1.70221,1.54408,2.20315,-1.35658,1.22319,3.46722,-0.786842,-0.693635,-0.878413,-0.474577,-1.93515
-487.486,0.930023,0.171351,4,31,0,495.501,-1.43331,1.20561,1.78934,-1.39362,1.5203,3.72465,-0.49767,-1.10691,-1.45198,-0.317526,-1.25368
-487.234,0.91288,0.171351,4,15,0,492.206,-1.35665,0.979017,2.22197,-1.53293,1.18081,3.67796,-0.358658,-0.749835,-1.48062,-0.61199,-1.36196
-490.328,0.932749,0.171351,4,23,0,494.13,-1.46921,1.27881,1.98567,-1.65797,1.65439,4.35906,-0.863615,-0.383735,-1.74019,-0.811454,-1.48717
-486.991,0.99406,0.171351,4,15,0,493.919,-1.56133,1.28369,2.07614,-1.5745,1.60559,4.14059,-0.787274,-0.728261,-1.85849,-0.572214,-1.58573
-487.13,0.913469,0.171351,4,31,0,489.447,-1.42499,1.14422,2.10749,-1.5483,1.01971,3.83462,-0.435385,-0.401504,-1.83314,-0.335331,-1.62173
-488.493,0.967496,0.171351,4,15,0,492.666,-1.30462,1.28042,1.58487,-1.57518,1.25594,3.7474,-0.544777,-0.979789,-1.28889,0.00521972,-1.0328
-489.923,0.874393,0.171351,5,31,0,492.78,-1.39296,1.24788,1.90009,-1.60461,1.36645,3.3237,-0.234644,-0.948502,-1.35833,-0.124452,-1.03313
-488.449,0.944541,0.171351,4,31,0,493.108,-1.65961,1.1055,2.46569,-1.43004,1.01898,3.79492,-0.955004,-0.261592,-1.71732,-0.60036,-0.97899
-489.842,0.998731,0.171351,5,31,0,493.434,-1.60394,1.2483,2.25797,-1.68096,1.57696,4.08254,-0.151403,-1.03304,-1.52897,-1.06546,-2.34695
-488.65,0.97252,0.171351,5,31,0,495.047,-1.30527,1.3203,2.28058,-1.46898,0.763987,3.49565,-1.36613,-0.340538,-1.38887,-0.132635,-1.19759
-488.368,0.941353,0.171351,4,31,0,492.951,-1.46899,1.25396,2.33222,-1.53123,0.718,3.79015,-1.20518,-0.13841,-1.30125,-0.0392589,-1.51265
-489.515,0.821626,0.171351,4,31,0,499.389,-1.51724,0.471675,2.32121,-1.29467,0.957562,3.82717,-0.609107,0.596444,-1.14483,-0.796158,-1.49137
-487.499,0.827956,0.171351,4,15,0,494.788,-1.21351,0.562092,1.7665,-1.34219,1.19182,3.30937,0.0128902,-0.379679,-0.989652,-0.802112,-1.60992
-487.841,1,0.171351,4,15,0,489.642,-1.17857,0.637775,1.70569,-1.31365,1.25245,3.34832,0.186373,-0.360075,-1.06107,-0.763852,-1.48166
-489.531,0.941023,0.171351,5,31,0,494.248,-1.24317,0.343202,1.81741,-1.24375,1.27446,3.31233,0.079974,-0.26347,-1.13003,-0.652921,-1.43071
-486.808,0.808113,0.171351,5,31,0,494.814,-1.11646,0.649574,1.73984,-1.44709,0.7445,3.48709,-0.0365057,-0.189423,-0.846413,-0.366392,-1.64333
-485.357,0.882295,0.171351,4,31,0,491.268,-1.22445,0.946361,2.00046,-1.50233,0.796203,3.52381,-0.812458,-0.0153828,-1.35317,-0.329182,-1.22274
-488.077,0.955011,0.171351,5,31,0,491.1,-1.48268,1.40182,1.96962,-1.45381,1.45065,3.43551,-0.805532,-1.09522,-1.31362,-0.215408,-0.594763
-487.529,0.996135,0.171351,5,31,0,492.764,-1.66854,1.40217,2.5583,-1.60437,1.52932,3.89296,-0.967838,-0.524953,-1.4351,-1.13941,-1.99034
-489.348,0.953103,0.171351,4,31,0,494.589,-1.65808,1.35124,2.59739,-1.63008,1.83806,4.18774,-0.771359,-0.719453,-1.55302,-1.50476,-2.02055
-491.73,0.913406,0.171351,4,15,0,497.685,-2.07169,1.33915,3.08557,-1.76516,1.5589,4.24023,-1.0734,-0.268758,-1.3016,-1.21732,-1.87853
-489.616,0.893403,0.171351,4,15,0,494.171,-1.85217,1.41747,2.74893,-1.61954,1.45769,4.36891,-1.13193,-0.0659872,-1.55235,-1.09551,-2.04011
-488.389,0.853753,0.171351,5,31,0,497.05,-1.17855,1.12357,1.57002,-1.34181,1.18731,3.3644,-0.221611,-0.785675,-1.86581,-0.303487,-0.601889
-488.27,0.926183,0.171351,5,31,0,493.525,-1.10214,0.685042,2.16114,-1.7863,0.724433,3.51813,-0.573433,0.287845,-0.84629,-0.517512,-1.76769
-487.28,0.986428,0.171351,5,31,0,491.342,-1.18989,0.751401,2.15325,-1.51062,0.897165,3.47576,-0.874865,0.113896,-0.625586,-0.584472,-1.69746
-490.014,0.91258,0.171351,5,31,0,495.786,-1.72832,1.87472,2.28378,-1.41333,1.78608,3.83403,-1.1191,-1.32084,-1.97868,-0.798956,-0.895807
-491.044,0.859156,0.171351,5,31,0,497.016,-1.40382,0.682204,1.97512,-1.68551,1.64889,3.27871,0.162426,-0.304328,-0.70039,-0.888279,-1.78922
-489.936,0.995282,0.171351,4,31,0,498.877,-1.34178,0.921073,2.07703,-1.62818,1.5524,3.38475,-0.132618,-0.868695,-0.833825,-1.21349,-1.42334
-488.93,0.984634,0.171351,4,31,0,494.956,-1.33124,0.764497,2.07703,-1.70377,1.59844,3.53511,-0.0271119,-0.623795,-0.778633,-1.2512,-1.459
-489.627,0.845318,0.171351,5,31,0,494.033,-1.45371,1.3444,1.83913,-1.39238,1.50519,3.2308,-0.763467,-0.998259,-1.17605,-0.399084,-0.248685
-490.139,0.797227,0.171351,4,31,0,496.488,-1.53108,1.67971,2.01263,-1.54613,1.34371,3.50543,-0.711301,-1.21128,-2.19533,-0.413617,-1.00395
-490.164,0.869081,0.171351,5,31,0,497.754,-1.83604,1.43297,1.99857,-1.48915,1.70507,3.90187,-0.689617,-1.04783,-1.45196,-0.414278,-1.48072
-489.954,0.950777,0.171351,5,31,0,495.48,-1.18615,1.08449,1.85142,-1.60336,1.16857,4.18826,-0.254254,-0.551278,-2.39459,-0.83606,-1.68527
-486.365,0.860474,0.171351,4,15,0,495.769,-1.48975,0.817856,2.02733,-1.65322,1.50188,3.80962,-0.432289,-0.473219,-1.03979,-0.518976,-1.23175
-488.06,0.803809,0.171351,4,15,0,494.741,-1.1681,0.800386,1.91926,-1.58623,1.43514,3.99694,-0.216112,-0.706335,-1.82584,-0.704779,-0.991095
-488.885,0.962858,0.171351,5,31,0,492.97,-1.32979,0.993334,2.22847,-1.63011,1.26633,2.90872,-0.526016,-0.507826,-0.896287,-0.688665,-0.637466
-489.121,0.821124,0.171351,4,15,0,492.757,-1.38353,1.29891,1.91168,-1.42093,1.30356,3.10615,-0.765925,-0.449037,-0.627428,-0.435339,-0.974843
-486.931,1,0.171351,4,31,0,491.409,-1.53792,1.10249,2.30018,-1.45701,1.39487,3.88684,-0.335,-0.498411,-1.22855,-0.936801,-1.65998
-486.474,0.792032,0.171351,5,31,0,491.516,-0.976562,0.87146,1.7036,-1.68595,0.689071,3.3026,-0.44938,-0.12134,-1.22566,-0.0342369,-0.731482
-492.511,0.830569,0.171351,3,7,0,493.729,-0.742571,0.860708,1.673,-1.78899,0.558655,3.16156,-0.691983,0.345721,-1.44476,-0.187366,-0.674894
-485.83,0.955666,0.171351,4,15,0,493.99,-1.04404,0.917337,1.66267,-1.66924,0.800156,3.63562,-0.427131,-0.31344,-1.37561,0.0284013,-0.9941
-487.342,0.923609,0.171351,4,15,0,489.645,-1.05989,1.24505,1.52487,-1.45545,0.804768,3.63007,-0.4617,-0.754843,-1.90948,0.097269,-1.01564
-492.03,0.804979,0.171351,5,31,0,497.69,-1.30416,1.79423,1.49245,-1.66711,0.991752,3.82246,-0.787211,-1.19984,-2.46609,0.339574,-0.423054
-486.584,0.97697,0.171351,5,31,0,497.255,-1.2573,0.652419,2.06033,-1.46147,0.842633,3.39792,-0.366081,0.242976,-0.665125,-0.795274,-1.77455
-487.088,0.955156,0.171351,5,31,0,491.453,-1.20423,1.14558,1.74393,-1.55643,0.896203,3.00483,-0.977723,-0.253227,-0.757133,-0.107121,-0.723709
-490.56,0.969321,0.171351,5,31,0,494.076,-0.90142,0.522465,1.4822,-1.59391,0.766536,2.89558,-0.0393165,0.328245,-0.410757,-0.602129,-1.46988
-489.158,0.754678,0.171351,5,31,0,495.769,-0.771152,0.32744,1.68651,-1.67467,0.843805,3.57243,-0.247863,0.166634,-0.897456,-0.404135,-1.03521
-490.058,0.982366,0.171351,4,15,0,496.081,-1.08599,0.822101,1.831,-1.14529,0.446899,2.95697,-0.641033,-0.0319967,-0.589787,-0.039042,-1.24227
-487.386,0.981624,0.171351,5,31,0,495.833,-1.24196,0.934817,1.9263,-1.79846,1.09555,3.99083,-0.260673,-0.242544,-1.74854,-0.797284,-1.21461
-487.142,0.931513,0.171351,4,31,0,493.084,-1.72584,1.09426,2.26358,-1.29434,1.6407,3.80787,-0.796937,-0.513477,-1.25068,-0.761384,-1.06464
-490.327,0.588284,0.171351,4,31,0,496.853,-1.29826,1.3481,1.9567,-1.77019,1.08738,3.5924,-0.450151,-0.5676,-0.725312,-0.582466,-1.65927
-493.319,0.949527,0.171351,5,31,0,500.56,-2.25055,1.24231,2.65485,-1.54089,1.93605,4.69358,-0.255272,-0.387586,-1.87512,-1.41349,-1.68844
-489.221,0.902335,0.171351,4,15,0,496.346,-1.47247,1.00647,2.4603,-1.52355,1.43724,3.98981,-1.06481,-0.349753,-1.21522,-1.00165,-1.97601
-487.79,0.738883,0.171351,4,15,0,493.963,-1.64774,1.06973,2.46405,-1.71153,1.36727,4.12624,-0.7994,0.0977038,-1.17729,-0.929443,-1.59038
-488.973,0.769695,0.171351,5,31,0,498.362,-1.18251,1.05234,1.80006,-1.76792,1.11887,3.16591,-0.543022,-0.541927,-1.21164,-0.620577,-0.669136
-488.2,0.980039,0.171351,4,15,0,492.87,-1.29864,1.40752,1.81201,-1.62125,1.12257,3.42622,-1.13764,-0.724427,-1.21504,0.0194468,-1.04151
-488.769,0.839574,0.171351,5,31,0,493.459,-1.29242,0.74683,2.26273,-1.55308,1.25299,4.07915,-0.535003,0.0569966,-1.12228,-1.09363,-1.52991
-485.277,0.998677,0.171351,5,31,0,490.196,-1.41935,1.15751,2.03366,-1.62674,0.967522,3.57928,-0.653843,-0.371105,-1.12419,-0.187714,-1.34942
-484.734,0.970547,0.171351,4,31,0,489.867,-1.2998,0.992135,2.17321,-1.55374,0.910212,3.57077,-0.739655,-0.0743594,-1.19622,-0.571342,-1.35505
-485.901,0.86942,0.171351,4,31,0,489.505,-1.43829,1.09851,2.05432,-1.40873,1.20922,3.75615,-0.579716,-0.740194,-1.60694,-0.206231,-1.14295
-488.705,0.907178,0.171351,5,31,0,492.62,-1.0599,0.030919,1.90223,-1.59015,0.939208,3.28349,-0.135222,0.522641,-0.109283,-0.616924,-1.66281
-489.271,0.942771,0.171351,5,31,0,491.111,-1.01557,0.193699,1.83995,-1.42067,0.701879,2.98055,-0.0972637,0.484692,-0.171079,-0.781007,-1.65715
-486.29,0.973445,0.171351,4,15,0,491.542,-1.1242,0.894079,1.75653,-1.62498,1.18118,3.40611,-0.0527314,-0.367005,-1.13537,-0.659642,-1.33187
-489.396,0.741002,0.171351,5,31,0,494.337,-1.31632,0.580194,1.97838,-1.533,1.39035,4.08703,-0.586253,-0.124171,-0.829974,-0.70935,-2.06756
-486.775,0.846467,0.171351,5,31,0,493.992,-1.60523,1.03732,2.26144,-1.39147,1.4146,3.37268,-0.549983,-0.540354,-1.19679,-0.939619,-1.54697
-487.64,0.94316,0.171351,4,31,0,494.391,-1.59608,0.963504,2.33048,-1.5027,1.74689,4.18958,-0.585576,-0.332913,-1.47022,-1.22057,-1.36088
-490.218,0.967934,0.171351,5,31,0,493.619,-1.31277,1.26168,1.94501,-1.39913,0.880072,3.3404,-1.19979,-0.242412,-0.77447,-0.205571,-1.6072
-487.85,1,0.171351,4,15,0,491.773,-1.3474,1.10763,2.03823,-1.44378,0.716272,3.38028,-0.631203,-0.345115,-1.46505,0.0275979,-0.637387
-486.961,0.992612,0.171351,5,31,0,492.167,-1.38471,1.09085,2.27819,-1.422,1.1638,2.95118,-0.766981,-0.595565,-0.852733,-0.705392,-1.12376
-487.726,0.868904,0.171351,5,63,0,492.701,-1.19518,0.750831,1.89852,-1.53301,0.62771,3.67084,-0.736764,-0.0589188,-1.25535,0.112667,-1.10978
-489.452,0.99809,0.171351,4,15,0,493.182,-1.02702,0.583383,1.60747,-1.42665,0.341479,3.82189,-0.390847,0.237803,-1.43636,0.222214,-1.26971
-490.013,0.751088,0.171351,5,31,0,497.519,-0.799628,0.661973,1.64712,-1.43797,0.419607,2.97599,-0.510651,-0.111776,-1.09908,-0.286371,-0.694166
-489.212,0.992676,0.171351,3,15,0,495.917,-0.843819,0.593417,1.69839,-1.40346,0.432925,2.89737,-0.495458,0.223569,-1.06482,-0.261894,-0.363059
-490.352,0.909142,0.171351,4,15,0,497.475,-0.79132,0.947462,1.76357,-1.752,0.677778,2.93427,-0.833549,-0.410574,-0.630867,0.0115115,-1.32318
-488.719,0.987663,0.171351,5,31,0,493.158,-1.63513,0.974798,2.23005,-1.22735,1.31516,4.42772,-0.479588,-0.277773,-1.77939,-0.992207,-2.13823
-486.592,0.837561,0.171351,5,31,0,492.31,-1.701,1.20465,2.43223,-1.65934,1.38877,4.40342,-0.704022,-0.475335,-1.82465,-0.769322,-1.29481
-487.188,0.968849,0.171351,4,15,0,490.272,-1.75343,1.10738,2.34115,-1.31422,1.6327,3.75665,-0.532155,-0.864491,-1.21483,-0.748631,-1.90173
-488.607,0.979856,0.171351,4,31,0,492.93,-1.75527,1.38404,2.14714,-1.19389,1.40763,3.53013,-0.506309,-0.942625,-1.24822,-0.386247,-1.53155
-489.09,0.82067,0.171351,5,31,0,496.551,-1.47517,1.17674,2.18931,-1.28256,1.21398,3.08374,-0.598109,-0.787917,-1.15601,-0.531049,-1.66728
-487.91,0.996913,0.171351,4,15,0,492.773,-1.52453,1.14167,2.19956,-1.26809,1.38927,3.07222,-0.645867,-0.731329,-0.53068,-0.639799,-1.38836
-486.446,0.988583,0.171351,4,15,0,491.514,-1.37068,1.026,2.23778,-1.45564,1.24404,3.20336,-0.451252,-0.3608,-0.94876,-0.985196,-1.64748
-487.363,0.888687,0.171351,5,31,0,491.297,-1.16376,1.05864,1.72496,-1.49193,0.814253,3.51176,-0.571969,-0.0656516,-1.5289,-0.592093,-0.798707
-488.934,0.920045,0.171351,4,31,0,493.851,-1.42984,0.642386,2.14689,-1.71864,1.59977,3.31116,-0.334372,-0.520305,-0.50722,-0.699051,-1.19105
-490.119,0.951604,0.171351,4,31,0,497.152,-1.38494,1.68458,2.00124,-1.31169,0.814265,3.42421,-1.01109,-0.691431,-1.33378,-0.304182,-1.27424
-489.137,0.977387,0.171351,5,31,0,493.353,-1.44272,1.18791,2.2437,-1.72253,1.58793,4.30958,-0.413437,-0.51359,-1.80387,-1.3591,-1.4661
-492.758,0.6571,0.171351,5,31,0,497.024,-1.68293,1.0953,2.46138,-1.64186,1.73351,3.93418,-0.11363,-0.443318,-1.57382,-1.0827,-1.42892
-488.349,0.994645,0.171351,5,31,0,494.862,-1.40186,0.977228,1.89714,-1.51391,1.00529,3.38055,-0.691053,-0.0999701,-1.43487,-0.303757,-1.07767
-489.495,1,0.171351,5,31,0,491.843,-1.74181,1.62911,2.41548,-1.60618,1.58419,3.95847,-0.909051,-0.818816,-1.13045,-0.884816,-1.43494
-489.4,0.998316,0.171351,5,31,0,491.254,-1.06074,0.494142,1.88687,-1.39706,0.795971,3.73719,-0.258914,0.203129,-1.68458,-0.329987,-1.28762
-487.527,0.930336,0.171351,5,31,0,493.102,-1.22099,1.29212,1.865,-1.60921,0.824668,3.45539,-1.03889,-0.664529,-1.51658,0.0751055,-0.706821
-491.092,0.889171,0.171351,5,31,0,494.975,-1.9653,0.83168,2.71578,-1.26772,1.54925,4.3922,-0.168029,-0.418614,-1.41468,-1.12226,-2.40241
-489.335,0.971274,0.171351,5,31,0,496.787,-1.2866,0.582188,2.43411,-1.50837,1.28376,3.21546,-0.800293,-0.16868,-0.439591,-0.915009,-1.39633
-489.261,0.985588,0.171351,5,31,0,494.037,-1.44587,1.13605,1.65766,-1.39271,1.24251,3.20114,-0.00561797,-0.711865,-0.915827,-0.447134,-1.1605
-486.842,0.997303,0.171351,4,15,0,491.065,-1.4761,1.00317,2.07445,-1.52392,1.02416,3.67422,-0.462435,0.149177,-1.35746,-0.698894,-1.42446
-487.812,0.993488,0.171351,5,31,0,492.331,-1.17964,1.11262,1.77716,-1.78906,0.849013,3.76689,-0.714763,0.0837301,-1.50405,-0.299103,-1.08377
-488.349,0.875591,0.171351,5,31,0,493.962,-1.52537,1.19778,1.87626,-1.30478,1.25038,2.94227,-0.465798,-0.478455,-0.689176,-0.30341,-1.04276
-494.729,0.870629,0.171351,4,15,0,501.78,-1.32951,1.11774,2.33279,-1.1278,0.730144,3.23427,-0.540422,-0.528633,-1.5949,-0.59634,-1.10438
-487.65,1,0.171351,3,7,0,497.469,-1.54409,1.34247,2.02186,-1.26973,0.96611,3.41646,-0.902299,-0.130165,-1.2374,-0.493887,-1.10139
-487.806,0.905424,0.171351,3,7,0,493.386,-1.48661,1.24256,2.17666,-1.26311,0.969569,3.63931,-1.10265,-0.364611,-1.21525,-0.421607,-1.00192
-487.081,0.775275,0.171351,5,31,0,493.356,-1.11482,0.504968,1.70736,-1.50115,1.04855,4.32605,-0.101495,-0.113095,-1.55856,-0.42093,-1.68575
-488.465,0.919525,0.171351,5,31,0,492.665,-1.57002,1.32337,2.43594,-1.72549,1.75215,3.61667,-0.96068,-0.882673,-1.22699,-0.986924,-1.58634
-489.605,0.98387,0.171351,5,31,0,494.383,-1.06177,0.685448,1.32096,-1.5297,1.08449,3.11362,0.135907,-0.563933,-1.09694,-0.0178048,-0.981492
-488.522,0.944727,0.171351,5,31,0,494.763,-1.28288,1.29808,1.89389,-1.41883,0.858031,4.2242,-0.914886,-0.391712,-2.02554,-0.114455,-0.747206
-485.943,0.997833,0.171351,4,31,0,492.57,-1.31485,0.748617,2.04402,-1.45906,0.776578,3.78622,-0.501529,0.118729,-1.33155,-0.259888,-1.47234
-486.853,0.870108,0.171351,5,31,0,489.505,-1.27282,0.761673,2.03024,-1.43281,0.826522,3.81613,-0.764904,0.123799,-0.951433,-0.468315,-1.44341
-486.748,0.894983,0.171351,4,31,0,492.4,-1.58938,1.13064,2.17457,-1.34942,1.56046,3.8861,-0.722901,-0.575359,-1.50098,-0.756658,-0.890947
-487.894,0.759502,0.171351,4,31,0,494.628,-1.43712,1.24711,1.98955,-1.62084,1.30153,4.67749,-0.331616,-0.933382,-2.26464,-0.48096,-1.62817
-491.243,0.889178,0.171351,4,15,0,496.563,-1.54613,1.29614,1.98284,-1.73716,1.41079,5.19925,-0.465642,-0.937372,-2.85332,-0.316079,-1.34176
-490.284,0.996479,0.171351,4,15,0,494.618,-1.27125,1.4833,1.7914,-1.78358,1.31426,4.63129,-0.599586,-0.798404,-2.74146,-0.673631,-1.21622
-487.551,0.897954,0.171351,4,31,0,498.408,-1.37747,0.942472,1.93323,-1.65196,1.60692,3.44977,-0.412134,-0.513904,-0.727083,-0.678462,-1.02685
-489.012,0.997919,0.171351,5,31,0,492.104,-1.09368,1.55725,1.56707,-1.57491,0.770699,3.94962,-0.675067,-0.704435,-2.22651,-0.0783742,-1.00524
-485.708,0.922176,0.171351,4,15,0,491.653,-1.37934,0.807461,2.03255,-1.53678,1.16765,3.35005,-0.677743,0.0784415,-0.819151,-0.670968,-1.1885
-489.299,0.709816,0.171351,5,31,0,493.109,-1.58023,1.55912,2.02298,-1.70381,1.54361,4.29282,-0.662821,-0.744353,-1.71531,-0.937876,-1.42402
-488.132,0.931372,0.171351,5,31,0,492.661,-1.3453,0.568285,1.99336,-1.44305,1.13624,3.03767,-0.5081,0.272773,-0.667519,-0.522546,-1.03142
-486.094,0.980449,0.171351,4,31,0,490.956,-1.04561,0.89213,1.64573,-1.50615,0.872933,3.39611,-0.41769,-0.226076,-1.63431,-0.294019,-0.937127
-489.715,0.693378,0.171351,5,31,0,496.299,-0.967114,0.803376,1.62219,-1.56824,0.882868,3.51292,-0.408677,-0.343578,-1.75323,-0.0818149,-1.33616
