# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = binomial_glm_model
# start_datetime = 2023-01-28 03:20:59 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = binGLM.Data.list.dump.R
# init = 2 (Default)
# random
#   seed = 4253945772 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = --allow-undefined
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,b.11
# Adaptation terminated
# Step size = 0.179656
# Diagonal elements of inverse mass matrix:
# 0.0682771, 0.133627, 0.0883122, 0.0290179, 0.109453, 0.253552, 0.130899, 0.129822, 0.293526, 0.123081, 0.216768
-491.995,0.916941,0.179656,5,31,0,495.231,-1.72337,1.28189,2.51084,-1.61952,1.06261,4.74661,-0.601534,-0.367564,-2.61301,-0.533147,-1.18229
-490.573,0.947369,0.179656,5,31,0,499.237,-1.75971,1.37717,2.22419,-1.45966,1.85521,4.85129,-0.93026,-0.75222,-2.4249,-0.872977,-1.53283
-492.635,0.969673,0.179656,5,31,0,496.372,-0.870315,0.441732,1.52719,-1.29293,0.710827,3.21169,-0.657826,0.500777,-0.924342,-0.313914,-0.815034
-493.095,0.844595,0.179656,5,31,0,497.608,-1.2221,0.836729,1.89352,-1.32479,0.414534,3.20695,-0.372854,0.0443199,-1.28285,0.232706,-0.397735
-490.343,0.996189,0.179656,5,31,0,495.613,-1.68846,0.850488,2.74407,-1.53014,1.27316,4.39389,-0.480859,-0.170453,-1.85097,-1.20579,-2.06125
-491.298,0.837666,0.179656,5,31,0,496.292,-0.935039,1.47246,1.54525,-1.70391,1.17153,2.91222,-0.773137,-0.813789,-1.22168,-0.369045,-0.805078
-490.499,0.825268,0.179656,4,31,0,498.648,-1.1908,1.3936,1.73162,-1.65532,1.03127,3.65711,-0.640418,-1.03576,-1.84405,0.377527,-0.562093
-487.384,0.999587,0.179656,4,15,0,492.808,-1.08635,1.29469,1.94187,-1.68232,0.904725,3.87998,-0.814751,-0.508389,-2.05524,-0.347862,-0.753766
-489.882,0.856546,0.179656,5,31,0,495.204,-1.2018,0.360254,2.07937,-1.38821,0.988511,3.23778,0.0332116,-0.232428,-0.744685,-0.915769,-1.68175
-491.294,0.989149,0.179656,4,31,0,496.014,-1.44693,0.586243,1.91103,-1.58892,1.4704,3.49051,-0.117939,0.127053,-0.69231,-1.29285,-1.21756
-488.639,0.874576,0.179656,5,31,0,497.888,-1.38215,1.28612,1.99682,-1.40175,1.01291,3.81796,-0.649733,-0.90648,-1.90335,0.0814133,-0.853892
-486.447,1,0.179656,5,31,0,491.146,-1.01943,0.513096,1.77472,-1.60169,0.814063,3.10649,-0.524492,0.104867,-0.477575,-0.289174,-1.02001
-488.749,0.763842,0.179656,5,31,0,492.606,-1.51893,0.849196,2.33856,-1.29849,1.20719,3.16464,-0.618116,0.0693724,-0.802121,-0.646305,-1.36362
-486.782,0.942845,0.179656,4,15,0,493.237,-1.32521,0.742751,2.14083,-1.54515,1.02285,3.40276,-0.572416,-0.17055,-0.441788,-0.663188,-1.88461
-487.54,0.968618,0.179656,4,15,0,490.707,-1.10931,0.258775,1.84185,-1.57525,1.16784,3.67034,0.181153,-0.121558,-0.81538,-0.797374,-1.39177
-488.424,0.952363,0.179656,5,31,0,492.412,-1.44487,1.57601,2.07479,-1.64238,0.964443,3.72577,-1.18702,-0.25626,-2.05395,-0.311329,-0.3424
-489.071,0.949393,0.179656,5,31,0,493.208,-1.16864,1.2337,2.05128,-1.88313,1.21489,3.68851,-1.00421,-0.576279,-1.49963,-0.316762,-0.586974
-487.921,0.971859,0.179656,4,31,0,495.537,-1.55345,1.86622,2.16978,-1.62024,1.18873,3.5231,-1.35363,-0.797784,-1.86209,-0.22294,-0.640263
-485.596,0.968824,0.179656,4,31,0,489.992,-1.5528,0.912303,2.10572,-1.50445,1.3567,4.32812,-0.493722,-0.269078,-1.42802,-0.612951,-1.62638
-488.745,0.863663,0.179656,4,31,0,492.623,-1.53031,0.992932,2.05873,-1.34005,1.19886,2.8324,-0.930846,-0.23502,-0.514368,-0.21197,-0.670052
-486.963,0.959829,0.179656,4,15,0,491.548,-1.55048,1.14513,2.1545,-1.37504,0.860595,3.28541,-0.891753,-0.176235,-0.835431,-0.339002,-0.940454
-488.698,0.755639,0.179656,5,31,0,493.752,-1.41715,1.07615,1.93514,-1.24853,1.09649,3.166,-0.932425,-0.336546,-1.24537,-0.536277,-0.364584
-488.545,0.855497,0.179656,4,31,0,493.29,-1.3785,1.36823,1.91004,-1.37506,0.977952,3.4538,-0.911605,-0.112575,-1.67423,-0.307666,-0.519889
-488.155,0.928302,0.179656,4,31,0,495.005,-1.80356,1.1239,2.42523,-1.5652,1.81124,4.16455,-0.319981,-0.711763,-1.04411,-1.27905,-2.45333
-485.487,0.701668,0.179656,5,31,0,495.064,-1.43612,1.22306,2.21643,-1.45569,0.996129,3.604,-1.04252,-0.432737,-1.52685,-0.356695,-0.998277
-487.624,0.887058,0.179656,3,7,0,490.685,-1.38304,1.32309,2.09078,-1.60511,0.916587,3.68634,-1.06115,-0.0693573,-1.84975,-0.531322,-0.56434
-487.396,0.956569,0.179656,5,31,0,489.92,-1.43114,1.18862,2.36677,-1.60572,0.946712,3.59062,-1.23092,-0.173846,-1.39369,-0.470477,-0.758578
-486.561,0.882459,0.179656,4,31,0,492.123,-1.7019,1.17301,2.42838,-1.47538,1.18022,3.5515,-0.925347,-0.284674,-1.29946,-0.439183,-1.00968
-487.082,0.904383,0.179656,4,15,0,489.051,-1.643,1.28727,2.43843,-1.34696,1.13807,3.60678,-1.10243,-0.0522391,-1.37077,-0.750178,-1.13785
-488.961,0.9243,0.179656,4,31,0,493.517,-1.60196,1.7518,2.29416,-1.65972,1.38265,3.27986,-1.2424,-0.800369,-1.46921,-0.402753,-0.402275
-487.393,0.995665,0.179656,5,31,0,492.972,-1.84292,1.5386,2.60782,-1.58212,1.53688,4.53543,-1.09689,-0.633256,-2.31426,-0.829188,-1.46149
-487.386,0.972329,0.179656,5,31,0,491.828,-1.43282,1.49366,2.00156,-1.67631,1.47262,4.03392,-0.45343,-1.17445,-1.84473,-0.707751,-1.48114
-488.141,0.884396,0.179656,5,31,0,493.158,-1.13013,0.855453,1.79356,-1.44994,0.847791,3.78283,-0.921325,-0.202646,-1.38534,0.0924047,-1.07276
-488.649,0.98037,0.179656,5,31,0,491.437,-1.4103,1.10437,2.06835,-1.654,0.654222,3.44914,-0.669713,0.0618501,-1.17544,-0.0570602,-0.865527
-488.778,0.862948,0.179656,4,31,0,494.568,-1.09273,0.643573,1.95793,-1.63451,1.14428,3.74971,-0.577993,-0.0735,-0.791688,-0.455141,-2.10602
-490.557,0.80726,0.179656,4,15,0,494.031,-1.28307,0.779936,2.12926,-1.66289,0.650298,3.36887,-0.398086,0.275862,-1.03896,-0.229301,-1.68835
-493.937,0.875386,0.179656,4,15,0,498.072,-1.05012,0.654014,1.46847,-1.21518,1.16678,3.439,-0.482919,-0.435825,-1.80352,-0.314752,-0.657021
-488.875,1,0.179656,5,31,0,497.57,-1.32854,0.87908,1.94797,-1.82389,1.47102,3.72624,-0.276626,-0.450881,-1.08715,-0.774711,-2.06794
-494.077,0.560369,0.179656,4,31,0,500.526,-1.82538,0.995617,2.39324,-1.13251,1.33562,4.33171,-0.695141,-0.691129,-2.18299,-0.598902,-1.60132
-486.733,0.987313,0.179656,4,15,0,495.792,-1.61918,1.51892,2.10256,-1.65465,1.63728,4.05555,-0.556146,-0.998515,-2.12195,-0.721297,-1.30191
-487.409,0.969424,0.179656,5,31,0,490.366,-1.17048,0.59434,1.93896,-1.44583,0.667022,3.0918,-0.508725,0.499733,-0.574194,-0.399363,-1.33409
-486.936,0.878589,0.179656,5,31,0,491.231,-1.3642,1.19161,2.01082,-1.62637,1.42224,3.56192,-0.420388,-0.976609,-1.74236,-0.591115,-1.08555
-489.604,0.655775,0.179656,4,31,0,494.472,-1.63423,1.62985,2.16716,-1.65273,1.31528,4.14836,-1.2701,-0.658382,-1.91861,-0.619895,-0.963222
-489.852,0.998066,0.179656,4,31,0,493.788,-1.63572,1.05344,2.1619,-1.20685,1.70165,3.38462,-0.343069,-0.526038,-0.899791,-0.989726,-1.82288
-492.237,0.789332,0.179656,3,7,0,495.636,-1.78025,1.08678,2.04361,-1.23041,1.44433,3.55847,-0.126044,-0.566544,-1.05597,-1.12853,-1.61527
-487.89,0.991239,0.179656,3,15,0,499.17,-1.52577,1.08641,2.03087,-1.37036,1.13302,3.42712,-0.341257,-0.140339,-1.43416,-0.687,-1.47795
-489.761,0.983898,0.179656,5,31,0,493.232,-1.58368,1.51013,2.42183,-1.72731,1.22415,3.87782,-0.587759,-0.73324,-1.6746,-0.532719,-2.02815
-486.225,0.799462,0.179656,4,15,0,495.547,-1.34496,1.2337,2.14351,-1.58482,1.31062,4.23033,-0.644235,-0.636361,-1.7497,-0.694383,-1.63437
-486.358,0.990597,0.179656,5,31,0,487.726,-1.78259,1.19677,2.19124,-1.42296,1.40338,4.05201,-0.559757,-0.587185,-1.565,-0.678132,-1.30003
-486.977,0.828125,0.179656,5,47,0,493.152,-1.31151,0.803482,1.80469,-1.23411,0.910064,3.64672,-0.613822,0.0189861,-1.14555,-0.261149,-1.2695
-486.561,0.999264,0.179656,5,31,0,488.523,-1.38064,1.04387,2.07528,-1.29301,0.82021,3.2383,-0.623822,-0.211378,-1.39986,-0.336373,-0.740779
-486.287,0.853958,0.179656,4,15,0,488.934,-1.24025,1.15134,1.85368,-1.29615,0.944053,3.4074,-0.708035,-0.332411,-1.30494,-0.266219,-1.02714
-486.604,0.988912,0.179656,5,31,0,490.045,-1.44405,1.17493,2.22283,-1.77035,1.57889,4.1103,-0.503676,-0.639143,-1.73887,-0.795689,-1.37422
-487.697,0.678634,0.179656,4,31,0,493.945,-0.893772,0.687422,1.63477,-1.42086,0.799617,3.40536,-0.263371,-0.336595,-1.11343,-0.153691,-1.02576
-488.213,0.992255,0.179656,5,63,0,491.321,-1.89558,1.33316,2.58923,-1.60317,1.6136,3.85183,-0.720581,-0.744943,-1.56754,-1.02547,-1.35629
-486.125,0.973937,0.179656,5,31,0,490.867,-1.29966,0.954983,1.89352,-1.49128,1.12789,3.81363,-0.47585,-0.107418,-1.17346,-0.452263,-1.73603
-484.947,0.993453,0.179656,3,15,0,487.685,-1.40936,0.781119,2.16857,-1.48555,1.13137,3.74174,-0.472004,-0.228994,-1.07572,-0.569825,-1.27373
-487.532,0.759545,0.179656,3,15,0,493.185,-1.3021,0.584579,2.07266,-1.48939,1.26369,3.57322,-0.341692,0.061433,-1.25296,-0.637676,-1.46131
-488.861,0.93601,0.179656,5,31,0,492.518,-1.92001,1.53908,2.46117,-1.54476,1.51787,4.21386,-1.11109,-0.88257,-1.48619,-0.531446,-1.39005
-487.176,0.991998,0.179656,4,31,0,491.87,-1.3767,1.05062,2.05003,-1.41287,1.10499,3.47659,-0.741425,-0.187005,-1.61379,-0.259328,-0.730169
-488.758,0.840596,0.179656,4,15,0,493.813,-1.47791,1.3271,2.38175,-1.70926,0.962398,3.96789,-0.676229,-0.104294,-1.8882,-0.694754,-1.46666
-488.481,0.98331,0.179656,5,31,0,493.189,-1.74685,0.853932,2.39838,-1.21916,1.51855,3.69483,-0.620446,-0.472833,-1.08886,-0.581908,-1.26029
-487,0.96586,0.179656,5,31,0,492.313,-1.53881,1.66493,2.20472,-1.52305,1.30405,3.68714,-1.02217,-0.802948,-1.8904,-0.74806,-1.22634
-487.019,0.963955,0.179656,4,15,0,490.678,-1.69848,1.71952,2.28699,-1.55609,1.53562,3.87289,-1.17797,-0.891849,-1.58668,-0.547402,-1.46522
-487.098,0.879441,0.179656,5,31,0,491.942,-1.14449,0.672673,1.8224,-1.55747,0.829384,3.20249,-0.319983,0.334567,-0.711844,-0.506808,-1.4769
-493.609,0.573413,0.179656,4,15,0,497.576,-1.33661,0.473856,2.29876,-1.44439,1.02913,3.60714,-0.469231,0.172801,-0.667177,-0.365691,-2.51234
-486.415,0.943788,0.179656,5,31,0,498.219,-1.40001,0.814291,1.89558,-1.57703,1.36956,4.1288,-0.0367733,-0.167372,-1.49378,-0.86977,-1.72932
-488.852,0.919456,0.179656,4,15,0,492.027,-1.11441,0.919715,2.06256,-1.61345,1.06801,4.36682,-0.418717,-0.21595,-2.01755,-0.915948,-1.89466
-491.294,0.874221,0.179656,5,31,0,495.812,-1.21775,1.30144,2.09929,-1.56026,1.25111,2.84585,-0.969574,-0.685797,-0.704964,-0.833655,-0.497679
-489.767,0.996425,0.179656,4,31,0,493.896,-1.53452,0.562812,2.15547,-1.31935,1.05142,4.3122,-0.318363,0.130858,-1.13722,-0.341754,-2.13941
-486.128,0.989636,0.179656,4,15,0,493.146,-1.46575,0.739102,2.35751,-1.44521,1.32934,4.10204,-0.606005,-0.13105,-1.31227,-0.839046,-1.57848
-487.141,0.966989,0.179656,4,15,0,488.738,-1.5141,1.09244,2.26629,-1.61655,1.25607,3.46617,-0.409983,-0.231703,-0.675615,-0.951621,-1.95121
-490.663,0.79093,0.179656,5,31,0,493.385,-1.39403,1.19406,1.77266,-1.6037,1.073,3.64891,-0.955256,-0.559171,-0.794688,0.0284112,-1.04342
-486.413,1,0.179656,3,7,0,491.564,-1.27772,1.04049,1.97635,-1.61517,1.08912,3.22631,-0.732624,-0.242464,-1.19781,-0.196774,-0.972728
-490.917,0.846877,0.179656,4,15,0,492.995,-0.99628,0.826179,1.63312,-1.49298,0.789707,3.75575,-0.138771,-0.688535,-2.01007,0.0494412,-1.41393
-493.945,0.918618,0.179656,4,31,0,502.633,-1.4075,0.667679,2.32062,-1.43317,0.840647,2.62814,-0.924058,0.185689,0.0687406,-0.196927,-0.421477
-491.616,0.565639,0.179656,5,31,0,501.824,-1.11846,1.33162,1.85291,-1.40063,0.824361,2.46443,-1.08515,-0.256619,-0.89187,-0.562655,-0.283773
-490.947,0.811239,0.179656,5,31,0,498.058,-1.00605,1.16429,1.48944,-1.59328,0.488948,4.09881,-0.663056,-0.367864,-2.1924,0.212268,-1.28361
-490.745,0.990088,0.179656,4,15,0,493.813,-0.982017,1.11675,1.4896,-1.538,0.598972,4.0786,-0.533642,-0.475542,-2.21347,-0.0332575,-1.37457
-489.237,0.994527,0.179656,5,31,0,493.511,-1.13025,1.20647,1.57889,-1.67164,0.878217,3.89221,-0.46516,-0.948305,-1.9114,0.107871,-1.09724
-490.678,0.959809,0.179656,5,31,0,497.509,-1.41334,0.545633,2.32924,-1.48351,1.01891,2.93136,-0.577954,0.155635,0.180002,-0.376355,-1.66417
-486.184,0.999867,0.179656,4,31,0,492.159,-1.20366,1.16059,1.98935,-1.5738,1.20761,3.76988,-0.552502,-0.485061,-1.91023,-0.715004,-1.0967
-489.889,0.836838,0.179656,4,15,0,493.251,-1.34953,0.944948,1.84018,-1.33693,1.07231,3.4821,-0.372076,-0.46908,-1.20355,0.162526,-1.48332
-487.097,0.950185,0.179656,4,31,0,494.238,-1.45516,1.30155,2.15657,-1.47376,1.12699,3.58051,-0.892698,-0.366471,-1.38794,-0.327899,-1.70927
-489.504,0.956629,0.179656,4,15,0,492.698,-1.60489,1.36998,2.32866,-1.30891,0.915696,3.81978,-0.692439,-0.699649,-1.63899,-0.363135,-1.16204
-491.313,0.798155,0.179656,4,15,0,495.934,-1.12585,1.04046,1.96221,-1.62027,0.963103,2.96643,-0.346482,-0.638345,-1.52643,-0.65053,-1.00996
-490.593,1,0.179656,4,15,0,494.434,-1.42079,0.940266,1.97899,-1.45659,1.36263,3.82362,-0.589398,-0.229133,-0.721027,-0.303923,-2.07677
-487.362,0.996549,0.179656,4,15,0,495.506,-1.49256,1.09195,1.83395,-1.51968,1.34683,3.66894,-0.164531,-0.465034,-0.977301,-0.762693,-1.67865
-490.187,0.773611,0.179656,4,31,0,498.466,-1.57158,1.25251,1.96241,-1.53576,1.31956,3.84487,-0.107155,-0.46649,-1.02979,-0.751663,-1.71995
-490.827,0.967002,0.179656,4,15,0,497.686,-1.6807,0.785283,2.05301,-1.58315,1.47507,3.89716,0.143799,-0.145142,-1.1869,-0.663219,-1.64091
-491.543,0.99796,0.179656,4,31,0,496.223,-1.47184,1.2458,2.31888,-1.43996,1.71491,3.17589,-1.01679,-0.98871,-0.75713,-0.934046,-1.63049
-489.985,0.985829,0.179656,4,15,0,497.979,-1.2414,0.954568,2.00642,-1.564,1.13436,4.39707,-1.06617,-0.308582,-2.09284,-0.316875,-0.835716
-491.118,0.965814,0.179656,4,31,0,495.024,-1.42444,1.27058,1.9528,-1.88545,1.24824,4.4256,-0.0711881,-0.495446,-2.22035,-0.605797,-1.3311
-489.798,0.912518,0.179656,5,31,0,496.618,-1.44861,0.848021,2.20361,-1.48843,1.32832,2.9139,-1.03578,-0.136902,-0.442014,-0.575765,-0.493189
-488.342,0.778535,0.179656,5,31,0,495.897,-1.12313,0.82328,1.91727,-1.52729,1.4453,3.83838,-0.182231,-0.623313,-1.50249,-0.968291,-1.26426
-490.876,0.690915,0.179656,4,15,0,497.087,-1.21232,1.00352,1.93838,-1.82482,1.23914,4.64405,-0.303059,-0.778249,-2.02625,-0.192629,-1.39473
-492.236,0.88987,0.179656,5,31,0,496.813,-1.32445,0.937614,1.61295,-1.59192,1.3784,4.68348,-0.155406,-0.196168,-2.49949,-0.483263,-1.43725
-493.977,0.965048,0.179656,3,7,0,497.248,-1.26839,0.959001,1.45969,-1.66689,1.35559,4.85192,-0.0918034,-0.221986,-2.21616,-0.689044,-1.38972
-493.412,0.942515,0.179656,5,31,0,501.747,-1.31222,1.62992,1.65871,-1.55244,0.593311,3.08227,-1.28288,-0.136636,-1.26065,0.16128,-0.733608
-490.788,0.987486,0.179656,4,31,0,498.776,-1.21761,1.23216,1.88891,-1.51117,0.577447,3.39122,-1.23526,0.116505,-0.967226,0.0798313,-0.429556
-489.116,0.997915,0.179656,5,31,0,494.573,-1.64535,1.12116,1.91584,-1.31114,1.54041,3.37677,-0.320417,-0.585627,-1.23855,-0.756002,-1.56375
-487.283,0.769971,0.179656,4,15,0,492.664,-1.36962,0.957757,2.1567,-1.51358,1.45573,4.0051,-0.401355,-0.635559,-1.77635,-0.655382,-1.09843
-490.354,0.975834,0.179656,5,31,0,494.299,-0.962925,1.24395,1.88136,-1.57747,0.58102,3.14439,-1.02138,-0.660651,-1.22752,0.304465,-0.710023
-489.506,0.959542,0.179656,4,15,0,495.469,-1.11523,1.34714,1.38711,-1.47872,0.579085,3.23219,-0.609073,-0.356244,-1.51152,0.079562,-0.723809
-486.126,0.853581,0.179656,3,15,0,497.003,-1.11632,0.798734,1.97712,-1.64394,0.834544,3.66281,-0.827415,-0.0117786,-1.25559,-0.33167,-1.01064
-486.387,0.968833,0.179656,4,15,0,488.892,-1.29959,0.977064,1.92159,-1.5942,0.708577,3.73356,-0.651967,-0.059107,-1.41541,-0.0744004,-0.831111
-490.007,0.891084,0.179656,4,15,0,492.072,-0.927505,0.905465,1.86044,-1.72498,0.912272,3.68194,-0.619959,0.108757,-1.76329,-0.762658,-1.06208
-488.649,0.985452,0.179656,4,15,0,492.44,-1.42718,0.766423,2.08791,-1.48973,0.850691,3.77324,-0.617332,0.0877231,-1.52397,-0.0538608,-1.14656
-488.674,0.972709,0.179656,3,7,0,492.611,-1.28257,0.719538,1.96259,-1.43836,0.9134,4.12036,-0.689847,-0.241204,-1.19524,-0.153642,-1.34093
-486.913,0.950924,0.179656,5,31,0,492.992,-1.56109,1.17003,1.99128,-1.44462,1.51661,3.82125,-0.459747,-0.687274,-1.2263,-0.58008,-1.02252
-488.316,0.978373,0.179656,4,31,0,492.484,-1.40697,0.759222,2.30949,-1.63394,1.34391,3.95857,-0.00530077,-0.380019,-1.41501,-0.903993,-2.04908
-488.756,0.965152,0.179656,5,31,0,493.047,-1.48616,0.908673,2.2723,-1.42871,1.1265,3.18052,-0.449829,-0.162653,-1.25532,-0.523801,-1.01877
-488.761,0.99482,0.179656,3,15,0,491.961,-1.40001,0.730816,2.02704,-1.45862,1.1561,3.73013,-0.367023,-0.228635,-0.994734,-0.692785,-0.681639
-492.757,0.86241,0.179656,4,31,0,496.221,-1.56482,0.979031,1.83829,-1.34574,1.10995,3.5865,-0.197631,-0.0832241,-1.82423,-0.624118,-1.24766
-491.818,0.999679,0.179656,5,31,0,499.32,-1.16125,0.813283,1.56005,-1.54384,0.862771,4.09323,-0.255817,-0.105715,-2.41705,-0.218256,-1.02782
-492.06,1,0.179656,4,15,0,496.669,-1.17301,1.26171,2.11398,-1.84065,0.866223,3.06557,-1.19649,-0.31129,-0.715913,-0.00157645,-1.55762
-492.756,0.995993,0.179656,4,15,0,499.536,-1.29189,1.2219,2.44226,-1.90509,0.896211,3.31155,-1.16596,0.237305,-1.21251,-0.770643,-0.787752
-488.489,0.978374,0.179656,4,15,0,497.485,-1.38206,0.992268,2.08199,-1.84676,1.38601,3.71073,-0.701355,-0.186567,-1.17286,-0.5639,-0.704698
-490.321,0.744043,0.179656,5,31,0,497.971,-1.24501,1.17962,1.88637,-1.33136,0.49919,3.94922,-0.783708,-0.126709,-1.43025,0.080159,-1.79409
-488.03,0.928923,0.179656,4,31,0,497.381,-1.07062,1.34738,1.67814,-1.69325,0.598742,3.49962,-0.815187,-0.522923,-1.77326,0.287363,-0.916052
-492.08,0.862173,0.179656,4,31,0,501.365,-1.62512,0.6519,2.46932,-1.62582,1.27769,4.3499,0.101189,-0.1386,-1.56635,-0.812336,-2.17191
-488.734,0.995325,0.179656,4,31,0,498.078,-1.51483,0.557221,2.23439,-1.54201,1.2065,4.54811,-0.0814818,0.0434533,-1.77003,-0.763896,-2.16878
-487.872,0.822864,0.179656,4,15,0,494.726,-1.41466,1.16918,2.07531,-1.6569,1.41053,3.82117,-0.49975,-0.690365,-1.67887,-0.635621,-1.9355
-490.382,0.969198,0.179656,4,31,0,496.264,-1.45348,0.743932,2.28198,-1.69386,1.72251,4.54757,0.014462,-0.438532,-1.2166,-1.20573,-2.72505
-487.933,0.924393,0.179656,4,15,0,493.799,-1.48619,0.933058,2.27733,-1.43176,1.38075,4.12508,-0.599778,-0.330625,-1.16131,-0.897542,-1.41067
-489.274,0.977404,0.179656,5,31,0,491.12,-1.05125,1.05252,1.70283,-1.7443,0.788835,3.23163,-0.419891,-0.243972,-1.51858,-0.40855,-1.16293
-490.249,0.842726,0.179656,4,15,0,497.223,-1.3331,0.645632,2.04173,-1.49581,1.15401,3.26473,-0.813773,0.0560427,-1.1158,-0.578221,-0.190645
-487.617,0.998697,0.179656,4,15,0,494.369,-1.35769,0.751664,2.04354,-1.51646,1.11802,3.40522,-0.635678,0.151511,-1.14862,-0.421811,-0.592933
-486.699,0.854572,0.179656,5,39,0,495.364,-1.63181,1.29064,2.14024,-1.60795,1.71595,4.4452,-0.483275,-0.859768,-1.96674,-0.838298,-1.30766
-487.333,0.949013,0.179656,5,31,0,490.411,-1.10912,0.882056,1.73468,-1.50451,0.640927,3.2548,-0.679925,-0.0678757,-0.570154,0.0162394,-0.981342
-486.753,0.972915,0.179656,4,31,0,492.509,-1.47955,1.16897,2.38075,-1.69688,1.32975,3.34562,-0.775536,-0.304856,-1.11845,-0.888905,-1.00144
-486.022,0.98931,0.179656,3,15,0,490.357,-1.31763,1.06516,1.94483,-1.6426,1.20666,4.41674,-0.63586,-0.440785,-1.80191,-0.488622,-1.63371
-489.419,0.952378,0.179656,5,31,0,494.047,-0.881089,0.691892,1.68372,-1.51344,0.870608,2.32357,-0.540242,-0.319635,-0.279181,-0.0984529,-0.605674
-488.862,0.928282,0.179656,5,31,0,492.449,-1.5963,1.27872,2.18477,-1.5133,1.23694,4.7009,-0.630998,-0.42443,-2.09488,-0.503208,-2.30945
-489.624,0.79685,0.179656,4,31,0,494.347,-1.50898,1.22892,2.30084,-1.83977,1.09684,4.51526,-0.66971,-0.403684,-1.53829,-0.535973,-1.58072
-491.903,0.865694,0.179656,4,31,0,497.398,-0.980933,0.437326,1.55317,-1.47725,0.918273,3.30867,0.236553,-0.197651,-1.46754,-0.615981,-1.47327
-488.175,0.997717,0.179656,4,31,0,498.229,-1.05023,0.524012,1.55897,-1.44781,1.09886,3.44741,0.18799,-0.176501,-1.37278,-0.60673,-1.44769
-485.465,0.927088,0.179656,5,31,0,492.417,-1.2583,0.861191,1.94073,-1.59883,0.815237,3.31254,-0.662668,-0.0125774,-0.817587,-0.152567,-1.11788
-486.779,0.91151,0.179656,4,15,0,491.775,-1.29279,0.88967,1.78353,-1.21682,0.956678,3.10232,-0.401527,-0.253197,-1.31813,-0.351939,-0.777673
-489.042,0.916176,0.179656,4,31,0,492.525,-1.60429,1.23186,2.02494,-1.73502,1.16114,4.22391,-0.194932,-0.528518,-1.66828,-0.464164,-1.71262
-495.258,0.82329,0.179656,4,15,0,499.738,-1.12254,1.13076,1.78111,-1.93348,1.44556,4.9247,-0.775835,-0.539393,-2.1565,-0.356034,-1.92634
-493.302,0.991174,0.179656,5,31,0,502.199,-2.07326,1.35243,2.80572,-1.20574,1.58981,3.33527,-0.948669,-0.657064,-1.46006,-0.845121,-0.822446
-490.715,0.987497,0.179656,5,31,0,498.309,-1.69578,1.09456,2.54171,-1.75051,1.54252,4.38882,-0.408687,-0.618809,-1.06246,-1.2641,-2.63871
-489.56,0.86701,0.179656,5,31,0,497.492,-1.35829,0.563421,1.81049,-1.61949,1.30678,4.18602,0.0784234,-0.0913751,-1.90335,-0.644957,-1.41022
-487.996,0.989191,0.179656,4,31,0,494.909,-1.47084,0.877497,2.01424,-1.68087,1.47519,4.42167,-0.12659,-0.49586,-1.18483,-0.701885,-1.95147
-487.286,0.996568,0.179656,4,31,0,490.853,-1.2915,1.15957,1.8991,-1.39611,0.915446,3.33054,-0.870329,-0.000212379,-1.54225,-0.441466,-0.817155
-490.644,0.696053,0.179656,4,31,0,496.584,-1.73967,1.84844,2.02293,-1.42021,1.60655,3.53938,-0.890055,-1.36673,-1.94641,-0.439038,-1.17016
-492.279,0.979477,0.179656,4,15,0,494.619,-1.63575,1.9099,2.11567,-1.29925,1.57156,3.71046,-0.794234,-1.45673,-1.8444,-0.753886,-1.15153
-489.005,0.996183,0.179656,4,15,0,494.706,-1.83947,1.68739,2.32688,-1.56652,1.51834,4.05918,-0.953786,-1.05541,-1.72511,-0.138745,-1.56468
-489.206,0.804636,0.179656,5,31,0,495.236,-1.4244,0.663612,2.26922,-1.65603,1.55197,4.51014,-0.305176,-0.167891,-1.65415,-0.981302,-1.3086
-485.953,0.972858,0.179656,4,31,0,491.692,-1.70623,1.27261,2.25652,-1.64214,1.48577,3.9614,-0.657383,-0.51329,-1.58168,-0.845886,-1.53135
-489.35,0.97289,0.179656,4,15,0,492.755,-1.66001,0.880142,2.39856,-1.02301,1.19478,3.50396,-0.654638,-0.130428,-1.00813,-0.782168,-1.61125
