# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = binomial_glm_model
# start_datetime = 2023-01-28 03:20:59 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = binGLM.Data.list.dump.R
# init = 2 (Default)
# random
#   seed = 4253945772 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = --allow-undefined
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,b.11
# Adaptation terminated
# Step size = 0.179656
# Diagonal elements of inverse mass matrix:
# 0.0682771, 0.133627, 0.0883122, 0.0290179, 0.109453, 0.253552, 0.130899, 0.129822, 0.293526, 0.123081, 0.216768
-489.165,0.991436,0.179656,4,31,0,492.85,-1.17453,1.00711,2.13334,-1.72356,0.791703,3.68471,-0.523891,-0.426987,-1.02017,-0.553151,-1.47514
-487.17,0.984998,0.179656,4,31,0,493.769,-1.37994,1.30002,1.82765,-1.42687,1.27395,3.53156,-0.816843,-0.714019,-1.22366,-0.049018,-1.2736
-486.189,0.890549,0.179656,4,31,0,490.235,-1.4191,1.28605,2.14536,-1.54712,0.991095,3.83739,-0.795109,-0.444356,-1.32817,-0.222565,-1.25627
-494.88,0.754199,0.179656,4,15,0,498.007,-1.24533,1.62667,2.22151,-1.61523,0.981878,3.04373,-1.59785,-0.547431,-1.33273,0.158181,-0.182548
-494.146,0.890539,0.179656,5,31,0,503.323,-1.42549,1.32385,2.1614,-1.45014,0.291581,3.16711,-1.19696,0.247307,-0.718317,0.0271966,-0.509397
-488.324,0.998312,0.179656,4,31,0,496.653,-1.21616,0.735224,2.24532,-1.53237,0.888013,3.12438,-1.04326,0.213132,-0.487121,-0.403714,-1.28901
-489.4,0.948943,0.179656,5,31,0,492.625,-0.908684,0.400206,1.29924,-1.39161,1.14045,3.39634,0.0803622,-0.327927,-1.00439,-0.212179,-1.16802
-491.666,0.965488,0.179656,4,15,0,496.83,-1.04152,0.284914,1.51086,-1.50374,1.23446,2.79709,0.172974,-0.206664,-0.33343,-0.536605,-0.355614
-491.28,0.804482,0.179656,4,15,0,497.318,-0.903033,0.411818,1.48678,-1.5469,0.968834,3.42369,0.101304,-0.115156,-1.11062,-0.914065,-0.97368
-487.081,0.997265,0.179656,5,31,0,494.39,-1.16253,0.295248,1.77417,-1.53501,1.34083,3.98876,0.0573844,-0.158077,-1.22041,-0.716714,-1.59903
-489.669,0.92047,0.179656,5,31,0,493.063,-1.66989,1.64818,2.58145,-1.42177,1.24942,2.99927,-1.32418,-0.644694,-0.879359,-0.674779,-1.07217
-489.889,0.67008,0.179656,5,31,0,497.209,-1.76656,1.6436,2.36659,-1.47563,1.67095,4.87587,-0.689374,-0.976522,-2.89503,-1.07337,-1.65116
-489.893,0.971728,0.179656,4,31,0,494.554,-1.79304,1.60419,2.33702,-1.40767,1.49589,4.70103,-0.543554,-0.985046,-2.86948,-0.837023,-1.63014
-490.367,0.943062,0.179656,4,31,0,495.369,-1.76014,1.42276,2.08078,-1.37375,1.55648,4.86087,-0.478392,-0.741993,-2.84249,-0.862897,-1.09478
-490.448,0.790257,0.179656,4,31,0,496.97,-1.85285,1.58278,2.66324,-1.73227,1.83324,4.58929,-1.06467,-0.923961,-2.367,-0.717409,-1.22024
-488.228,0.970213,0.179656,4,15,0,494.597,-1.65113,1.46995,2.209,-1.63703,1.519,3.98198,-0.395993,-0.821619,-1.51415,-1.12434,-1.79618
-493.444,0.912768,0.179656,3,7,0,495.525,-1.40991,1.08467,2.52286,-1.69256,1.73183,4.17084,-0.555721,-0.970731,-2.03501,-1.26015,-2.06509
-493.452,0.995525,0.179656,3,15,0,503.507,-1.5914,1.23875,2.81877,-1.93556,1.83917,4.35642,-0.746725,-0.930596,-1.6189,-1.30988,-2.04395
-488.919,0.997007,0.179656,5,31,0,499.16,-1.36177,1.38548,1.77653,-1.42347,0.664995,2.89132,-0.863504,-0.184747,-0.853075,-0.0318175,-0.932948
-489.96,0.963719,0.179656,4,31,0,495.015,-1.27183,0.735526,2.09778,-1.39102,0.785845,4.4303,-0.574881,-0.24245,-2.14892,-0.199614,-1.40159
-489.673,0.913925,0.179656,4,31,0,493.546,-1.2026,0.948064,1.63065,-1.68095,1.11076,4.0382,-0.301801,-0.0747194,-1.804,-0.795614,-0.981648
-491.364,0.838135,0.179656,4,15,0,495.875,-1.32641,1.07075,2.31717,-1.60139,0.980673,3.53137,-0.750255,-0.520309,-0.788542,-0.0213685,-1.73203
-486.253,0.9951,0.179656,3,15,0,493.653,-1.3537,0.948631,1.95967,-1.40104,0.935912,3.40542,-0.66985,-0.183005,-0.657248,-0.141209,-1.56075
-487.927,0.443197,0.179656,4,15,0,495.077,-1.42959,1.0515,2.17225,-1.51214,0.750581,3.76805,-0.718872,-0.132019,-1.3722,-0.577399,-1.09396
-491.699,0.835855,0.179656,4,15,0,494.686,-1.38984,1.34984,2.16922,-1.6604,0.890731,4.62863,-1.02935,-0.123125,-1.77666,-0.298401,-1.30694
-488.784,0.863969,0.179656,4,31,0,499.484,-1.48015,1.13576,2.43179,-1.56772,1.22415,3.4017,-0.744512,-0.220539,-1.0285,-1.07088,-0.821223
-488.597,0.982102,0.179656,4,31,0,495.063,-1.48274,0.818796,2.32868,-1.30984,1.36987,2.8892,-0.816932,-0.273947,-0.145782,-0.791508,-1.30458
-490.736,0.863986,0.179656,4,31,0,499.426,-1.28101,1.05284,1.58847,-1.34301,0.683675,3.58494,-0.59818,-0.580844,-1.72016,0.445053,-0.361283
-491.625,0.939241,0.179656,5,31,0,498.376,-1.65909,1.07927,2.54546,-1.834,1.51095,4.10192,-0.819229,-0.654323,-1.26776,-0.803752,-1.02534
-493.603,0.943903,0.179656,4,31,0,499.565,-1.17906,1.37052,1.76504,-1.47594,1.10033,3.23006,-0.542485,-0.673245,-0.764315,-0.868852,-1.22887
-491.58,0.990724,0.179656,4,15,0,499.064,-1.17165,0.739291,1.69209,-1.38629,1.15243,4.01184,-0.685325,-0.126098,-1.81163,-0.0543735,-1.16442
-492.804,0.930849,0.179656,4,15,0,499.235,-1.32898,1.38971,1.9983,-1.50949,0.841475,3.14015,-0.481103,-0.40306,-1.02271,-0.148042,-1.98099
-490.355,0.994084,0.179656,4,23,0,495.884,-1.23264,0.798043,1.72304,-1.609,1.16328,4.48818,-0.418234,-0.181043,-2.46049,-0.423812,-0.470883
-489.059,0.968916,0.179656,5,31,0,497.264,-1.61489,1.53317,2.48669,-1.67175,1.14597,3.85234,-0.952295,-0.610506,-1.08364,-0.506826,-2.16957
-490.393,0.874095,0.179656,4,15,0,496.521,-1.87628,1.32748,2.66992,-1.42667,1.21972,3.52197,-1.40844,-0.215009,-0.70413,-0.478535,-1.63583
-491.821,0.528727,0.179656,4,15,0,498.076,-1.14305,1.46474,1.93532,-1.57639,1.24236,4.0791,-0.650227,-0.710323,-2.37817,-0.680146,-0.793956
-491.556,0.999251,0.179656,5,31,0,496.221,-1.77416,1.34226,2.66744,-1.44958,1.5342,3.73135,-0.552833,-0.385031,-1.1745,-1.39403,-1.49671
-490.886,0.950953,0.179656,5,31,0,498.017,-0.700675,0.873477,1.71997,-1.68836,0.612611,3.08166,-0.871374,-0.19917,-1.39505,-0.116336,-0.757538
-489.459,0.947978,0.179656,4,15,0,495.322,-0.879559,1.13036,1.61813,-1.60949,0.321048,3.04945,-0.987821,-0.127134,-1.05402,0.238385,-0.342712
-487.124,0.959505,0.179656,4,15,0,493.747,-1.28811,1.13899,1.80688,-1.36921,0.892836,3.29141,-0.750693,-0.2606,-1.4965,-0.307709,-0.163826
-490.998,0.736114,0.179656,5,31,0,496.718,-1.24913,1.03372,2.00013,-1.56194,0.753842,2.83592,-0.971207,0.344057,-0.156056,-0.406548,-0.828952
-489.141,0.541368,0.179656,4,27,0,499.172,-1.32976,0.8002,2.49353,-1.61015,0.959683,3.38175,-0.851088,-0.211994,-0.87592,-0.710588,-1.35981
-491.308,0.742596,0.179656,5,31,0,495.174,-1.26544,0.846327,1.47136,-1.39552,1.10212,3.95788,-0.0195962,-0.331085,-1.70979,-0.726564,-1.10425
-488.326,1,0.179656,5,31,0,494.947,-1.60393,1.29428,2.01166,-1.40266,1.54534,4.01584,-0.770008,-0.529376,-1.5824,-0.910359,-1.02777
-486.726,0.962537,0.179656,4,31,0,492.991,-1.39654,1.19249,1.9833,-1.54956,1.15471,3.40983,-0.569291,-0.680607,-0.949722,-0.384636,-0.830531
-487.455,0.939362,0.179656,4,15,0,490.443,-1.56054,1.3198,2.05901,-1.57656,1.26287,3.30519,-0.710229,-0.454549,-1.44216,-0.293028,-0.922411
-486.428,0.931916,0.179656,4,15,0,491.008,-1.54279,1.28845,2.33742,-1.56215,1.1321,4.42481,-0.809319,-0.271048,-2.17551,-0.653399,-1.37068
-488.349,0.971373,0.179656,3,7,0,489.431,-1.4766,1.5546,2.11962,-1.59608,1.12159,4.25762,-0.864205,-0.330615,-2.19546,-0.782919,-1.42002
-492.345,0.751386,0.179656,4,15,0,496.183,-1.80438,1.03757,2.36992,-1.09065,1.44486,3.86083,-0.688368,-0.525798,-1.48276,-0.389074,-0.817977
-489.643,1,0.179656,5,31,0,495.77,-1.50817,0.761356,2.40131,-1.93708,1.67125,4.27351,-0.460187,-0.260035,-0.965739,-0.934034,-1.94195
-490.954,0.848772,0.179656,4,15,0,496.007,-1.79653,1.00088,2.36579,-1.33492,1.53925,3.85561,-0.162933,-0.40814,-1.82947,-1.08335,-1.83959
-490.419,0.999826,0.179656,5,39,0,495.44,-0.806612,0.939792,1.70094,-1.56315,1.01188,2.98638,-0.689048,-0.698714,-0.896888,-0.185352,-0.870555
-491.318,0.968094,0.179656,4,15,0,495.994,-0.788755,1.18961,1.33209,-1.78349,0.815805,2.67709,-0.221822,-0.685344,-0.929293,-0.0643085,-0.653064
-491.378,0.958182,0.179656,4,15,0,497.114,-0.949873,0.614827,1.38622,-1.68226,0.9759,3.80333,-0.238413,-0.28949,-1.89478,-0.0882858,-0.158111
-490.645,0.955936,0.179656,5,31,0,494.91,-1.69993,1.37669,2.27566,-1.46692,1.29332,3.43396,-1.09757,-0.615737,-1.05609,-0.155879,-1.78156
-491.355,0.998608,0.179656,4,15,0,496.662,-1.23143,1.23946,1.92177,-1.53298,0.720196,4.05689,-1.03507,-0.18025,-2.12843,-0.114223,0.101887
-489.339,0.980833,0.179656,4,15,0,494.613,-1.44687,1.74101,1.85236,-1.52479,0.844192,3.64159,-0.906237,-0.846891,-1.50075,-0.0648641,-1.11901
-489.496,0.99164,0.179656,4,31,0,494.317,-1.58998,0.510719,2.16108,-1.27133,1.42194,3.53452,-0.124257,0.0365881,-1.2841,-0.999642,-1.14075
-490.423,0.920798,0.179656,5,31,0,494.597,-1.61674,0.784819,2.01381,-1.25146,1.18782,3.65303,-0.329168,0.245578,-1.09829,-0.917419,-0.95778
-488.371,0.978483,0.179656,4,15,0,493.133,-1.39355,1.28737,2.25935,-1.75708,1.14462,3.57451,-0.784914,-0.460156,-0.752713,-0.441196,-2.04659
-491.121,0.68792,0.179656,4,31,0,499.276,-1.43788,1.19755,1.83331,-1.51989,1.15309,4.13317,-0.209728,-0.775485,-2.63977,-0.207069,-0.940523
-490.841,0.952306,0.179656,5,31,0,496.227,-1.28824,1.59143,2.0373,-1.47664,0.92797,3.74395,-1.42923,-0.367547,-2.0415,-0.0440062,-0.904919
-493.16,1,0.179656,4,15,0,498.739,-1.7961,1.85315,2.24214,-1.45417,1.23775,3.13496,-1.24099,-0.888287,-1.26144,-0.0821991,0.0329262
-488.636,0.924512,0.179656,4,15,0,496.805,-1.4545,1.19998,2.12209,-1.38579,1.32384,3.48258,-1.01923,-0.458896,-1.8114,-0.542538,-0.907601
-487.897,1,0.179656,4,31,0,491.418,-1.88402,1.28735,2.56703,-1.48921,1.55388,3.95585,-0.584131,-0.455887,-1.55323,-0.792539,-1.80702
-487.72,0.907969,0.179656,5,31,0,491.304,-1.91556,1.37177,2.46381,-1.38184,1.65632,4.08903,-0.718333,-0.85092,-1.60105,-1.03233,-1.31045
-489.917,0.982779,0.179656,4,15,0,493.37,-2.07377,1.76784,2.63935,-1.3955,1.76837,4.81026,-1.02687,-1.1821,-2.47207,-0.781932,-1.74277
-489.105,0.874527,0.179656,5,31,0,495.603,-1.53449,1.5743,2.40321,-1.67974,1.51762,3.44577,-1.30851,-0.952039,-1.54509,-0.621753,-0.808247
-488.31,0.985914,0.179656,4,31,0,498.49,-1.6572,1.09774,2.28925,-1.75249,1.86598,3.8195,-0.19735,-0.677792,-1.18258,-1.33208,-1.66515
-490.873,0.969851,0.179656,4,15,0,493.813,-1.60714,0.940871,2.28404,-1.43848,1.77023,3.54848,-0.392366,-0.938241,-0.46957,-0.781489,-2.37549
-489.914,0.97826,0.179656,5,31,0,493.7,-1.10421,1.22393,1.63862,-1.31417,0.699191,2.97395,-0.708004,-0.806453,-1.08844,0.244711,-1.24619
-488.194,0.746762,0.179656,4,15,0,495.145,-1.14516,1.11944,1.60426,-1.56853,1.14278,3.4912,-0.381607,-0.567433,-1.358,-0.112743,-0.511947
-491.468,0.84982,0.179656,4,31,0,495.38,-1.15859,0.825595,1.88374,-1.31155,1.03992,3.96627,-0.550637,-0.101479,-1.13018,-0.297723,-1.78386
-490.316,0.957786,0.179656,4,31,0,494.267,-1.59533,1.00661,2.02384,-1.49557,1.21108,3.23172,-0.274882,-0.675201,-1.08879,-0.526878,-1.25014
-490.349,0.698418,0.179656,4,31,0,496.279,-1.11879,0.847905,2.01073,-1.68952,0.981662,3.66274,-0.977931,-0.332314,-1.12353,-0.530875,-1.24922
-491.93,1,0.179656,5,31,0,495.258,-1.44954,1.5884,2.02685,-1.27274,1.36411,4.00246,-1.17085,-1.05516,-1.95629,-0.242466,-0.729923
-490.347,0.930472,0.179656,5,31,0,497.706,-1.11926,0.645756,1.85573,-1.49793,0.745927,3.1318,0.0840701,0.223918,-0.96075,-0.540806,-1.56326
-489.157,0.932922,0.179656,4,31,0,494.203,-1.07565,0.595436,1.73576,-1.71552,1.16527,4.0021,-0.573466,-0.249231,-1.00522,-0.252383,-1.51469
-485.257,0.982385,0.179656,3,7,0,490.369,-1.15665,0.902074,1.84705,-1.68022,1.019,3.6891,-0.353519,-0.328769,-1.3742,-0.552616,-1.56665
-487.866,0.98131,0.179656,5,31,0,490.907,-1.88461,1.33974,2.44978,-1.36541,1.6504,4.19597,-0.855814,-0.808545,-1.24652,-0.68486,-1.91183
-486.861,0.889086,0.179656,5,31,0,492.422,-1.41147,0.86557,2.32477,-1.70017,1.48926,3.47896,-0.591206,-0.33989,-1.01607,-1.11755,-1.21872
-490.682,0.925359,0.179656,4,15,0,494.608,-1.47755,0.996465,2.47057,-1.69812,1.65405,3.0482,-1.01459,-0.320619,-0.36125,-1.11579,-1.38086
-486.73,0.775457,0.179656,4,15,0,494.907,-1.61326,0.767494,2.12806,-1.33705,1.1226,3.54046,-0.286668,-0.0094077,-1.00178,-0.555432,-1.32757
-488.26,0.924785,0.179656,4,15,0,491.141,-1.13464,0.967358,2.08951,-1.79361,1.12332,4.03879,-0.845875,-0.241642,-1.69211,-0.631527,-1.58306
-486.569,0.999357,0.179656,4,23,0,491.283,-1.3781,1.05298,1.89499,-1.37733,0.891879,3.048,-0.400786,-0.234594,-0.856577,-0.218171,-1.04235
-488.119,0.823429,0.179656,4,31,0,492.002,-1.2319,1.0502,2.01738,-1.57485,1.52253,3.85582,-0.349878,-0.897449,-1.55285,-0.717561,-1.25181
-488.082,0.968286,0.179656,5,31,0,492.157,-1.32939,0.742947,1.89845,-1.65951,1.60708,3.91266,-0.102937,-0.579204,-1.49307,-0.633881,-0.969001
-493.605,0.558987,0.179656,4,23,0,499.101,-1.36074,0.799354,2.00277,-1.61833,1.43031,3.49785,-0.255704,-0.876438,-1.0889,-0.962031,-0.765596
-491.277,0.948493,0.179656,4,15,0,498.974,-1.49552,1.03842,2.17182,-1.3729,1.43509,3.22812,-0.494424,-0.279893,-0.320634,-0.955497,-1.16711
-486.629,0.878093,0.179656,4,31,0,494.368,-1.67541,1.0046,2.44147,-1.30909,1.38728,3.43706,-0.615381,-0.510487,-0.754789,-0.760897,-1.82768
-486.185,0.950074,0.179656,4,31,0,491.79,-1.33648,1.3037,2.11307,-1.81213,1.0156,3.66396,-0.792333,-0.407896,-1.19011,-0.394058,-1.38874
-490.17,0.924254,0.179656,4,15,0,494.256,-1.27987,1.56699,2.23379,-1.70372,0.777538,3.14898,-1.51823,-0.365183,-1.3738,-0.287347,-0.550314
-487.487,0.963608,0.179656,4,15,0,495.225,-1.43124,1.34411,2.01837,-1.62634,0.84122,3.88388,-0.95884,-0.280061,-1.4951,0.149024,-1.09774
-486.969,0.85325,0.179656,5,31,0,490.828,-1.20601,0.681153,1.95049,-1.44009,0.877687,3.46796,-0.334734,-0.0337565,-0.711738,-0.709193,-1.99709
-488.364,0.983474,0.179656,4,31,0,491.909,-1.31439,1.14928,1.78076,-1.51729,0.910759,3.53701,-0.500787,-0.0666461,-1.75815,-0.237673,-0.408234
-489.167,0.940114,0.179656,5,31,0,494.106,-1.23892,0.923831,1.6546,-1.65622,0.787695,3.21199,-0.130963,-0.137,-0.672238,-0.161494,-1.51293
-489.723,0.921721,0.179656,4,15,0,494.206,-0.960793,0.753008,1.41675,-1.5402,0.659425,3.19064,-0.170637,0.230432,-1.28675,-0.0626919,-0.577211
-487.233,0.994314,0.179656,5,63,0,492.502,-1.23946,1.23125,1.85326,-1.52592,0.936882,3.23011,-0.405965,-0.51778,-0.969801,-0.603004,-1.53732
-488.519,0.986917,0.179656,4,15,0,491.501,-1.36551,1.01789,2.0081,-1.6165,1.28594,3.0635,-0.784807,-0.626867,-0.4883,-0.215244,-0.697761
-490.837,0.928955,0.179656,4,31,0,494.346,-1.28566,1.16813,1.63581,-1.38889,1.44782,3.60722,0.0544076,-0.779866,-1.46715,-0.960717,-1.35259
-491.647,0.903767,0.179656,5,31,0,495.899,-1.31968,0.87258,2.62445,-1.62311,0.851593,3.71397,-0.77859,0.314612,-1.34886,-0.91441,-1.42111
-489.539,0.997768,0.179656,4,15,0,493.675,-1.5189,0.946693,1.89312,-1.49815,1.49707,3.89839,-0.288926,-1.06897,-1.43948,-0.324394,-1.34468
-485.513,0.911283,0.179656,4,31,0,491.685,-1.47121,1.19182,1.98688,-1.37219,1.29574,3.27255,-0.564699,-0.435528,-1.20136,-0.763086,-1.11148
-487.048,0.955936,0.179656,5,31,0,489.684,-1.34292,0.906676,1.79956,-1.49623,1.47407,3.20363,-0.440561,-0.526131,-0.555721,-0.658329,-1.04829
-489.482,0.950206,0.179656,5,31,0,492.821,-1.59275,1.41578,2.03392,-1.61779,1.07338,4.86375,-0.807889,-0.336838,-2.2769,-0.184229,-1.47114
-488.872,0.780798,0.179656,5,31,0,495.871,-1.09118,0.864774,1.68679,-1.56478,1.05667,3.14339,0.0886595,-0.3632,-1.04339,-0.379239,-1.11481
-487.196,0.870356,0.179656,5,31,0,494.108,-1.60313,1.27691,2.24371,-1.48912,1.22317,4.32514,-0.984469,-0.372607,-1.42782,-0.492163,-1.63632
-492.077,0.949989,0.179656,4,15,0,496.296,-1.4935,1.31273,1.9583,-1.14932,1.25722,3.37749,-0.248475,-1.14662,-1.74043,-0.654196,-0.837205
-489.305,0.975365,0.179656,5,31,0,498.2,-1.60188,1.19825,2.54435,-1.86281,1.492,4.40368,-0.552082,-0.7195,-1.93903,-0.95782,-1.89896
-487.829,0.877071,0.179656,4,15,0,492.302,-1.56443,1.30562,2.31121,-1.73031,1.33793,4.27389,-0.970456,-0.126619,-1.56105,-0.74778,-1.81027
-486.58,0.973977,0.179656,5,31,0,489.715,-1.27682,0.803219,1.82865,-1.38887,0.910046,3.48738,-0.268464,-0.525638,-1.27419,-0.183133,-1.04648
-487.877,0.560618,0.179656,5,31,0,492.202,-1.05842,0.855334,1.8567,-1.75064,1.00142,3.71312,-0.609345,-0.558996,-1.31009,-0.375315,-1.28222
-488.303,0.998874,0.179656,5,31,0,492.179,-1.1824,0.912206,2.02675,-1.26684,0.858001,3.11662,-0.956723,-0.350313,-1.22666,-0.240762,-0.633377
-486.774,0.816973,0.179656,4,31,0,491.96,-0.931568,0.717339,1.64416,-1.65873,0.796473,3.69727,-0.403972,-0.247689,-1.38749,0.0400137,-1.23338
-487.993,0.890719,0.179656,5,31,0,490.694,-1.24905,0.823115,1.82374,-1.30006,0.789383,3.35837,-0.371398,0.239519,-0.93567,-0.41491,-1.49421
-487.725,0.856629,0.179656,5,31,0,493.861,-1.41691,1.61844,1.88601,-1.65033,1.20925,3.57191,-0.83079,-0.988734,-2.07679,-0.248219,-0.636912
-487.502,0.977808,0.179656,5,31,0,491.36,-1.40376,1.68234,1.93562,-1.62317,1.26643,3.50975,-0.757097,-1.00596,-2.04081,-0.351261,-0.589482
-490.693,0.953737,0.179656,5,31,0,495.597,-1.70656,1.59215,2.13267,-1.23729,1.48105,4.11376,-0.753964,-0.965477,-2.54797,-0.651289,-0.392067
-487.953,0.99128,0.179656,5,31,0,494.347,-1.9036,1.41714,2.47089,-1.22989,1.50949,4.14791,-0.90595,-0.546842,-2.12675,-0.814424,-1.32317
-485.937,0.862795,0.179656,4,15,0,491.625,-1.67476,1.51814,2.36864,-1.43102,1.44602,3.61261,-0.908651,-0.782049,-1.41664,-0.598119,-1.33603
-489.988,0.962394,0.179656,5,31,0,495.727,-2.07363,1.55118,2.82641,-1.29718,1.44936,4.00598,-1.19709,-0.43769,-1.45476,-1.09775,-1.94051
-489.835,0.897859,0.179656,5,31,0,494.442,-0.873564,0.734038,1.57227,-1.76393,1.17164,3.62475,0.207374,-0.50598,-1.58302,-0.738946,-1.17927
-491.152,0.989219,0.179656,5,31,0,493.811,-1.84209,1.59651,2.78596,-1.35375,1.54804,3.70582,-1.39012,-0.432355,-1.49734,-1.22998,-1.12174
-492.005,0.972892,0.179656,5,31,0,495.498,-0.92958,0.617256,1.57121,-1.70077,1.0287,3.61092,0.465092,-0.203066,-1.64592,-0.782323,-1.37672
-487.646,0.980179,0.179656,3,7,0,496.38,-0.973652,0.590136,1.60208,-1.60248,0.990862,3.92517,0.0249641,-0.264506,-1.57753,-0.506279,-0.951917
-488.203,0.908323,0.179656,5,31,0,492.3,-1.58404,0.871056,2.11138,-1.36635,1.26909,3.49843,-0.140878,-0.494167,-1.02102,-0.676088,-2.04937
-490.391,0.989091,0.179656,4,15,0,494.638,-1.50959,0.665506,2.35637,-1.15969,1.16623,4.00236,-0.728604,0.0622205,-1.20446,-0.596751,-1.91935
-487.448,0.999747,0.179656,4,15,0,492.411,-1.59305,1.21938,2.17484,-1.62753,1.1098,3.83164,-0.50778,-0.202007,-1.48745,-0.629516,-1.82946
-485.627,0.998581,0.179656,4,15,0,488.372,-1.31368,0.904908,1.81179,-1.47654,1.29649,3.53792,-0.4331,-0.405985,-0.997475,-0.697543,-1.06215
-487.608,0.946934,0.179656,3,7,0,490.645,-1.29653,0.950428,1.77798,-1.47697,1.42493,3.33695,-0.0995418,-0.440985,-1.38419,-0.954666,-1.12802
-491.314,0.96061,0.179656,4,15,0,493.034,-1.19536,0.842664,1.69575,-1.4313,1.46432,3.31573,0.205537,-0.603544,-1.21398,-1.15454,-0.962263
-487.57,0.967943,0.179656,4,15,0,493.658,-1.3203,0.543154,1.96478,-1.57354,1.54903,3.3771,-0.33054,-0.369077,-0.64672,-0.723218,-0.987475
-484.906,0.984068,0.179656,3,7,0,489.69,-1.43769,0.741367,2.05602,-1.4962,1.37643,3.58942,-0.344344,-0.0857444,-0.973642,-0.886443,-1.42099
-492.638,0.909739,0.179656,4,15,0,495.711,-1.49784,0.446334,2.04653,-1.27026,1.57193,2.93426,-0.128798,-0.513888,-0.214987,-0.624713,-0.775893
-488.663,0.808395,0.179656,4,15,0,498.287,-1.07367,0.758619,1.6953,-1.28698,0.845039,2.62248,-0.433435,-0.0632688,-0.392668,-0.628184,-0.933035
-492.452,0.443436,0.179656,4,15,0,497.262,-1.36479,1.0876,1.98087,-1.5807,1.12019,3.54773,-0.433663,0.0463917,-1.26918,-0.24413,-1.61167
-488.406,0.941128,0.179656,4,15,0,494.551,-1.28182,1.01433,1.95945,-1.60764,1.16047,4.0901,-0.168127,-0.269579,-1.35838,-0.793471,-1.54372
-488.392,0.778159,0.179656,5,31,0,497.011,-1.92944,1.33491,2.42757,-1.63391,1.68588,4.33863,-0.571499,-0.554022,-1.23008,-0.802065,-1.91089
-496.057,0.951934,0.179656,4,15,0,500.864,-1.63123,1.47459,2.73262,-1.29502,1.51121,2.97807,-1.58812,-0.776139,-1.04762,-0.911455,-0.582545
-492.702,0.945245,0.179656,5,31,0,500.581,-0.988837,1.02606,1.5994,-1.8135,1.03017,4.63667,-0.172322,-0.313275,-2.46948,-0.389856,-1.95491
-490.585,0.924867,0.179656,4,15,0,495.742,-1.14977,0.655127,1.76232,-1.80249,1.25247,4.4199,0.147749,-0.424058,-1.70478,-0.363331,-1.34589
-487.264,0.998468,0.179656,4,15,0,492.451,-1.08671,1.10604,1.89883,-1.7627,0.960338,3.86118,-0.560541,-0.148622,-1.44932,-0.630386,-1.62906
-488.9,0.95309,0.179656,4,31,0,494.775,-1.2096,1.04834,2.01397,-1.8752,1.07138,3.02451,-0.603683,-0.203639,-0.449341,-0.377725,-1.15956
-490.824,0.957871,0.179656,4,31,0,496.297,-1.27077,1.01334,2.0954,-1.94265,1.22954,3.553,-0.793399,-0.306447,-0.485001,-0.558808,-2.03929
-491.685,0.995071,0.179656,5,31,0,496.342,-1.64218,1.44902,2.3893,-1.35007,0.958826,4.08382,-0.70448,-0.764909,-1.61126,-0.159328,-2.10862
-488.232,0.789419,0.179656,4,15,0,496.281,-1.50611,1.43881,1.7589,-1.38008,1.37581,3.70116,-0.575377,-0.952919,-1.55864,-0.357013,-1.58455
-488.66,0.625672,0.179656,5,31,0,497.481,-1.09238,0.533573,1.97176,-1.54863,0.552732,2.92977,-0.284355,0.118216,-0.418084,-0.23526,-1.52827
-486.823,0.864108,0.179656,5,31,0,491.68,-1.70512,1.35547,2.21225,-1.44809,1.43228,3.73728,-0.586528,-0.719707,-1.94648,-0.722004,-0.885944
-484.57,0.960209,0.179656,4,31,0,488.179,-1.3249,0.95346,2.10678,-1.58844,1.1895,3.85108,-0.60785,-0.36053,-1.2318,-0.667521,-1.73939
-487.791,0.872313,0.179656,3,7,0,489.684,-1.31761,1.02124,2.2108,-1.53654,0.949221,3.64897,-0.279106,-0.478211,-1.16336,-0.729954,-1.79041
-488.534,0.968263,0.179656,4,15,0,495.611,-1.27297,0.562924,2.17293,-1.63289,1.1616,3.97843,-0.608683,0.345343,-1.03206,-0.639448,-1.87158
-489.285,0.977581,0.179656,4,31,0,495.259,-1.22519,0.569942,2.24348,-1.52356,0.704469,3.53644,-0.366167,0.275743,-1.33781,-0.575662,-1.1055
